group,student_id,source_response_id,prolific_id,order,article_id,set,category,article_key,article_version_label,pre_acc,post_acc,kgain,pre_idk_rate,post_idk_rate,learned_from_idk_n,corrected_misconception_n,lost_correct_n,n_questions,normalized_gain
G3a,7,R_2mXzd8B4ssiwr3Y,67f6a640d2046b13fcf33328,15,30052,A,Physics,news_0,news_0a,0.0,0.8333333333333334,0.8333333333333334,1.0,0.0,5,0,0,6,0.8333333333333334
G3a,7,R_2mXzd8B4ssiwr3Y,67f6a640d2046b13fcf33328,16,30061,B,Physics,news_2,news_2b,0.16666666666666666,0.8333333333333334,0.6666666666666666,0.6666666666666666,0.0,3,1,0,6,0.8
G3a,7,R_2mXzd8B4ssiwr3Y,67f6a640d2046b13fcf33328,17,30086,A,Space,news_0,news_0a,0.3333333333333333,1.0,0.6666666666666666,0.5,0.0,3,1,0,6,1.0
G3a,7,R_2mXzd8B4ssiwr3Y,67f6a640d2046b13fcf33328,18,30184,A,Tech,news_0,news_0a,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,0.0,4,0,0,6,1.0
G3a,7,R_2mXzd8B4ssiwr3Y,67f6a640d2046b13fcf33328,19,30214,B,Space,news_2,news_2b,0.5,0.6666666666666666,0.16666666666666666,0.3333333333333333,0.0,1,0,0,6,0.33333333333333326
G3a,7,R_2mXzd8B4ssiwr3Y,67f6a640d2046b13fcf33328,20,30708,B,Tech,news_2,news_2b,0.5,0.8333333333333334,0.3333333333333333,0.0,0.0,0,2,0,6,0.6666666666666667
G3a,8,R_8U8WdViARc1BFDz,677c5eca7746c5274a7d88a4,1,29733,B,Health,news_2,news_2b,1.0,1.0,0.0,0.0,0.0,0,0,0,6,
G3a,8,R_8U8WdViARc1BFDz,677c5eca7746c5274a7d88a4,2,29734,B,Space,news_2,news_2b,0.6666666666666666,0.8333333333333334,0.16666666666666666,0.3333333333333333,0.0,2,0,1,6,0.5000000000000001
G3a,8,R_8U8WdViARc1BFDz,677c5eca7746c5274a7d88a4,3,29739,A,Health,news_0,news_0a,0.8333333333333334,1.0,0.16666666666666666,0.16666666666666666,0.0,1,0,0,6,1.0
G3a,8,R_8U8WdViARc1BFDz,677c5eca7746c5274a7d88a4,4,29753,B,Health,news_2,news_2b,0.8333333333333334,0.8333333333333334,0.0,0.0,0.0,0,0,0,6,0.0
G3a,8,R_8U8WdViARc1BFDz,677c5eca7746c5274a7d88a4,5,29775,A,Tech,news_0,news_0a,0.8333333333333334,1.0,0.16666666666666666,0.0,0.0,0,1,0,6,1.0
G3a,8,R_8U8WdViARc1BFDz,677c5eca7746c5274a7d88a4,6,29802,A,Humans,news_0,news_0a,0.6666666666666666,1.0,0.3333333333333333,0.16666666666666666,0.0,1,1,0,6,1.0
G3a,8,R_8U8WdViARc1BFDz,677c5eca7746c5274a7d88a4,7,29846,B,Nature,news_2,news_2b,0.5,0.8333333333333334,0.3333333333333333,0.16666666666666666,0.0,1,1,0,6,0.6666666666666667
G3a,8,R_8U8WdViARc1BFDz,677c5eca7746c5274a7d88a4,8,29866,A,Nature,news_0,news_0a,0.5,1.0,0.5,0.16666666666666666,0.0,1,2,0,6,1.0
G3a,8,R_8U8WdViARc1BFDz,677c5eca7746c5274a7d88a4,9,29873,A,Humans,news_0,news_0a,0.6666666666666666,1.0,0.3333333333333333,0.16666666666666666,0.0,1,1,0,6,1.0
G3a,8,R_8U8WdViARc1BFDz,677c5eca7746c5274a7d88a4,10,29902,A,Nature,news_0,news_0a,0.5,1.0,0.5,0.5,0.0,3,0,0,6,1.0
G3a,8,R_8U8WdViARc1BFDz,677c5eca7746c5274a7d88a4,11,29929,A,Physics,news_0,news_0a,0.16666666666666666,0.8333333333333334,0.6666666666666666,0.6666666666666666,0.0,4,0,0,6,0.8
G3a,8,R_8U8WdViARc1BFDz,677c5eca7746c5274a7d88a4,12,29943,B,Tech,news_2,news_2b,0.6666666666666666,0.8333333333333334,0.16666666666666666,0.3333333333333333,0.0,2,0,1,6,0.5000000000000001
G3a,8,R_8U8WdViARc1BFDz,677c5eca7746c5274a7d88a4,13,29958,B,Physics,news_2,news_2b,0.16666666666666666,1.0,0.8333333333333334,0.6666666666666666,0.0,4,1,0,6,1.0
G3a,8,R_8U8WdViARc1BFDz,677c5eca7746c5274a7d88a4,14,29988,B,Humans,news_2,news_2b,0.6666666666666666,1.0,0.3333333333333333,0.16666666666666666,0.0,1,1,0,6,1.0
G3a,8,R_8U8WdViARc1BFDz,677c5eca7746c5274a7d88a4,15,30052,A,Physics,news_0,news_0a,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.0,2,0,0,6,1.0
G3a,8,R_8U8WdViARc1BFDz,677c5eca7746c5274a7d88a4,16,30061,B,Physics,news_2,news_2b,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,0.0,4,0,0,6,1.0
G3a,8,R_8U8WdViARc1BFDz,677c5eca7746c5274a7d88a4,17,30086,A,Space,news_0,news_0a,0.8333333333333334,1.0,0.16666666666666666,0.16666666666666666,0.0,1,0,0,6,1.0
G3a,8,R_8U8WdViARc1BFDz,677c5eca7746c5274a7d88a4,18,30184,A,Tech,news_0,news_0a,0.0,1.0,1.0,1.0,0.0,6,0,0,6,1.0
G3a,8,R_8U8WdViARc1BFDz,677c5eca7746c5274a7d88a4,19,30214,B,Space,news_2,news_2b,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,0.0,4,0,0,6,1.0
G3a,8,R_8U8WdViARc1BFDz,677c5eca7746c5274a7d88a4,20,30708,B,Tech,news_2,news_2b,0.8333333333333334,0.8333333333333334,0.0,0.0,0.0,0,1,1,6,0.0
G3a,9,R_2wiMelNECGlaN2h,603a293ee62ae15da2674441,1,29733,B,Health,news_2,news_2b,0.0,1.0,1.0,0.8333333333333334,0.0,5,1,0,6,1.0
G3a,9,R_2wiMelNECGlaN2h,603a293ee62ae15da2674441,2,29734,B,Space,news_2,news_2b,0.3333333333333333,0.8333333333333334,0.5,0.6666666666666666,0.16666666666666666,3,0,0,6,0.7499999999999999
G3a,9,R_2wiMelNECGlaN2h,603a293ee62ae15da2674441,3,29739,A,Health,news_0,news_0a,0.16666666666666666,0.6666666666666666,0.5,0.5,0.0,2,1,0,6,0.6
G3a,9,R_2wiMelNECGlaN2h,603a293ee62ae15da2674441,4,29753,B,Health,news_2,news_2b,0.16666666666666666,0.6666666666666666,0.5,0.8333333333333334,0.0,3,0,0,6,0.6
G3a,9,R_2wiMelNECGlaN2h,603a293ee62ae15da2674441,5,29775,A,Tech,news_0,news_0a,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.16666666666666666,0.0,0,2,0,6,0.49999999999999994
G3a,9,R_2wiMelNECGlaN2h,603a293ee62ae15da2674441,6,29802,A,Humans,news_0,news_0a,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.0,2,0,0,6,1.0
G3a,9,R_2wiMelNECGlaN2h,603a293ee62ae15da2674441,7,29846,B,Nature,news_2,news_2b,0.3333333333333333,0.8333333333333334,0.5,0.5,0.0,3,1,1,6,0.7499999999999999
G3a,9,R_2wiMelNECGlaN2h,603a293ee62ae15da2674441,8,29866,A,Nature,news_0,news_0a,0.16666666666666666,0.8333333333333334,0.6666666666666666,0.8333333333333334,0.16666666666666666,4,0,0,6,0.8
G3a,9,R_2wiMelNECGlaN2h,603a293ee62ae15da2674441,9,29873,A,Humans,news_0,news_0a,0.16666666666666666,0.5,0.3333333333333333,0.8333333333333334,0.16666666666666666,2,0,0,6,0.4
G3a,9,R_2wiMelNECGlaN2h,603a293ee62ae15da2674441,10,29902,A,Nature,news_0,news_0a,0.0,0.8333333333333334,0.8333333333333334,1.0,0.16666666666666666,5,0,0,6,0.8333333333333334
G3a,9,R_2wiMelNECGlaN2h,603a293ee62ae15da2674441,11,29929,A,Physics,news_0,news_0a,0.16666666666666666,0.8333333333333334,0.6666666666666666,0.8333333333333334,0.16666666666666666,4,0,0,6,0.8
G3a,9,R_2wiMelNECGlaN2h,603a293ee62ae15da2674441,12,29943,B,Tech,news_2,news_2b,0.0,1.0,1.0,0.8333333333333334,0.0,5,1,0,6,1.0
G3a,9,R_2wiMelNECGlaN2h,603a293ee62ae15da2674441,13,29958,B,Physics,news_2,news_2b,0.3333333333333333,0.8333333333333334,0.5,0.6666666666666666,0.16666666666666666,3,0,0,6,0.7499999999999999
G3a,9,R_2wiMelNECGlaN2h,603a293ee62ae15da2674441,14,29988,B,Humans,news_2,news_2b,0.0,0.5,0.5,0.8333333333333334,0.3333333333333333,2,1,0,6,0.5
G3a,9,R_2wiMelNECGlaN2h,603a293ee62ae15da2674441,15,30052,A,Physics,news_0,news_0a,0.0,0.8333333333333334,0.8333333333333334,1.0,0.0,5,0,0,6,0.8333333333333334
G3a,9,R_2wiMelNECGlaN2h,603a293ee62ae15da2674441,16,30061,B,Physics,news_2,news_2b,0.16666666666666666,0.6666666666666666,0.5,0.6666666666666666,0.16666666666666666,2,1,0,6,0.6
G3a,9,R_2wiMelNECGlaN2h,603a293ee62ae15da2674441,17,30086,A,Space,news_0,news_0a,0.16666666666666666,0.6666666666666666,0.5,0.6666666666666666,0.0,3,0,0,6,0.6
G3a,9,R_2wiMelNECGlaN2h,603a293ee62ae15da2674441,18,30184,A,Tech,news_0,news_0a,0.16666666666666666,1.0,0.8333333333333334,0.5,0.0,3,2,0,6,1.0
G3a,9,R_2wiMelNECGlaN2h,603a293ee62ae15da2674441,19,30214,B,Space,news_2,news_2b,0.16666666666666666,0.5,0.3333333333333333,0.8333333333333334,0.3333333333333333,2,0,0,6,0.4
G3a,9,R_2wiMelNECGlaN2h,603a293ee62ae15da2674441,20,30708,B,Tech,news_2,news_2b,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.0,2,0,0,6,1.0
G3a,10,R_2fDkfALpCBGOk0g,660eafee7515c432e850362d,1,29733,B,Health,news_2,news_2b,0.6666666666666666,1.0,0.3333333333333333,0.0,0.0,0,2,0,6,1.0
G3a,10,R_2fDkfALpCBGOk0g,660eafee7515c432e850362d,2,29734,B,Space,news_2,news_2b,0.6666666666666666,0.8333333333333334,0.16666666666666666,0.0,0.0,0,2,1,6,0.5000000000000001
G3a,10,R_2fDkfALpCBGOk0g,660eafee7515c432e850362d,3,29739,A,Health,news_0,news_0a,1.0,1.0,0.0,0.0,0.0,0,0,0,6,
G3a,10,R_2fDkfALpCBGOk0g,660eafee7515c432e850362d,4,29753,B,Health,news_2,news_2b,0.6666666666666666,1.0,0.3333333333333333,0.16666666666666666,0.0,1,1,0,6,1.0
G3a,10,R_2fDkfALpCBGOk0g,660eafee7515c432e850362d,5,29775,A,Tech,news_0,news_0a,0.5,1.0,0.5,0.16666666666666666,0.0,1,2,0,6,1.0
G3a,10,R_2fDkfALpCBGOk0g,660eafee7515c432e850362d,6,29802,A,Humans,news_0,news_0a,0.0,1.0,1.0,0.16666666666666666,0.0,1,5,0,6,1.0
G3a,10,R_2fDkfALpCBGOk0g,660eafee7515c432e850362d,7,29846,B,Nature,news_2,news_2b,0.3333333333333333,0.8333333333333334,0.5,0.16666666666666666,0.0,1,2,0,6,0.7499999999999999
G3a,10,R_2fDkfALpCBGOk0g,660eafee7515c432e850362d,8,29866,A,Nature,news_0,news_0a,0.16666666666666666,1.0,0.8333333333333334,0.6666666666666666,0.0,4,1,0,6,1.0
G3a,10,R_2fDkfALpCBGOk0g,660eafee7515c432e850362d,9,29873,A,Humans,news_0,news_0a,0.16666666666666666,1.0,0.8333333333333334,0.5,0.0,3,2,0,6,1.0
G3a,10,R_2fDkfALpCBGOk0g,660eafee7515c432e850362d,10,29902,A,Nature,news_0,news_0a,0.16666666666666666,1.0,0.8333333333333334,0.5,0.0,3,2,0,6,1.0
G3a,10,R_2fDkfALpCBGOk0g,660eafee7515c432e850362d,11,29929,A,Physics,news_0,news_0a,0.5,1.0,0.5,0.0,0.0,0,3,0,6,1.0
G3a,10,R_2fDkfALpCBGOk0g,660eafee7515c432e850362d,12,29943,B,Tech,news_2,news_2b,0.8333333333333334,0.8333333333333334,0.0,0.0,0.0,0,0,0,6,0.0
G3a,10,R_2fDkfALpCBGOk0g,660eafee7515c432e850362d,13,29958,B,Physics,news_2,news_2b,1.0,1.0,0.0,0.0,0.0,0,0,0,6,
G3a,10,R_2fDkfALpCBGOk0g,660eafee7515c432e850362d,14,29988,B,Humans,news_2,news_2b,0.5,0.8333333333333334,0.3333333333333333,0.16666666666666666,0.0,1,1,0,6,0.6666666666666667
G3a,10,R_2fDkfALpCBGOk0g,660eafee7515c432e850362d,15,30052,A,Physics,news_0,news_0a,1.0,1.0,0.0,0.0,0.0,0,0,0,6,
G3a,10,R_2fDkfALpCBGOk0g,660eafee7515c432e850362d,16,30061,B,Physics,news_2,news_2b,0.6666666666666666,1.0,0.3333333333333333,0.0,0.0,0,2,0,6,1.0
G3a,10,R_2fDkfALpCBGOk0g,660eafee7515c432e850362d,17,30086,A,Space,news_0,news_0a,0.5,1.0,0.5,0.16666666666666666,0.0,1,2,0,6,1.0
G3a,10,R_2fDkfALpCBGOk0g,660eafee7515c432e850362d,18,30184,A,Tech,news_0,news_0a,0.8333333333333334,1.0,0.16666666666666666,0.0,0.0,0,1,0,6,1.0
G3a,10,R_2fDkfALpCBGOk0g,660eafee7515c432e850362d,19,30214,B,Space,news_2,news_2b,0.6666666666666666,0.6666666666666666,0.0,0.16666666666666666,0.16666666666666666,0,0,0,6,0.0
G3a,10,R_2fDkfALpCBGOk0g,660eafee7515c432e850362d,20,30708,B,Tech,news_2,news_2b,0.8333333333333334,1.0,0.16666666666666666,0.0,0.0,0,1,0,6,1.0
G3a,11,R_2CHPsqVU4fgyPmR,698078075d3326e1b30bd1c3,1,29733,B,Health,news_2,news_2b,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.0,2,0,0,6,1.0
G3a,11,R_2CHPsqVU4fgyPmR,698078075d3326e1b30bd1c3,2,29734,B,Space,news_2,news_2b,0.5,1.0,0.5,0.5,0.0,3,0,0,6,1.0
G3a,11,R_2CHPsqVU4fgyPmR,698078075d3326e1b30bd1c3,3,29739,A,Health,news_0,news_0a,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.0,2,0,0,6,1.0
G3a,11,R_2CHPsqVU4fgyPmR,698078075d3326e1b30bd1c3,4,29753,B,Health,news_2,news_2b,0.16666666666666666,1.0,0.8333333333333334,0.5,0.0,3,2,0,6,1.0
G3a,11,R_2CHPsqVU4fgyPmR,698078075d3326e1b30bd1c3,5,29775,A,Tech,news_0,news_0a,0.5,1.0,0.5,0.5,0.0,3,0,0,6,1.0
G3a,11,R_2CHPsqVU4fgyPmR,698078075d3326e1b30bd1c3,6,29802,A,Humans,news_0,news_0a,0.8333333333333334,1.0,0.16666666666666666,0.16666666666666666,0.0,1,0,0,6,1.0
G3a,11,R_2CHPsqVU4fgyPmR,698078075d3326e1b30bd1c3,7,29846,B,Nature,news_2,news_2b,0.5,0.6666666666666666,0.16666666666666666,0.3333333333333333,0.0,1,0,0,6,0.33333333333333326
G3a,11,R_2CHPsqVU4fgyPmR,698078075d3326e1b30bd1c3,8,29866,A,Nature,news_0,news_0a,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.0,2,0,0,6,1.0
G3a,11,R_2CHPsqVU4fgyPmR,698078075d3326e1b30bd1c3,9,29873,A,Humans,news_0,news_0a,0.5,1.0,0.5,0.5,0.0,3,0,0,6,1.0
G3a,11,R_2CHPsqVU4fgyPmR,698078075d3326e1b30bd1c3,10,29902,A,Nature,news_0,news_0a,0.5,1.0,0.5,0.5,0.0,3,0,0,6,1.0
G3a,11,R_2CHPsqVU4fgyPmR,698078075d3326e1b30bd1c3,11,29929,A,Physics,news_0,news_0a,0.5,1.0,0.5,0.5,0.0,3,0,0,6,1.0
G3a,11,R_2CHPsqVU4fgyPmR,698078075d3326e1b30bd1c3,12,29943,B,Tech,news_2,news_2b,0.6666666666666666,1.0,0.3333333333333333,0.16666666666666666,0.0,1,1,0,6,1.0
G3a,11,R_2CHPsqVU4fgyPmR,698078075d3326e1b30bd1c3,13,29958,B,Physics,news_2,news_2b,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.0,2,0,0,6,1.0
G3a,11,R_2CHPsqVU4fgyPmR,698078075d3326e1b30bd1c3,14,29988,B,Humans,news_2,news_2b,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.0,2,0,0,6,1.0
G3a,11,R_2CHPsqVU4fgyPmR,698078075d3326e1b30bd1c3,15,30052,A,Physics,news_0,news_0a,0.8333333333333334,1.0,0.16666666666666666,0.16666666666666666,0.0,1,0,0,6,1.0
G3a,11,R_2CHPsqVU4fgyPmR,698078075d3326e1b30bd1c3,16,30061,B,Physics,news_2,news_2b,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.0,2,0,0,6,1.0
G3a,11,R_2CHPsqVU4fgyPmR,698078075d3326e1b30bd1c3,17,30086,A,Space,news_0,news_0a,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.0,2,0,0,6,1.0
G3a,11,R_2CHPsqVU4fgyPmR,698078075d3326e1b30bd1c3,18,30184,A,Tech,news_0,news_0a,0.8333333333333334,1.0,0.16666666666666666,0.16666666666666666,0.0,1,0,0,6,1.0
G3a,11,R_2CHPsqVU4fgyPmR,698078075d3326e1b30bd1c3,19,30214,B,Space,news_2,news_2b,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.0,2,0,0,6,1.0
G3a,11,R_2CHPsqVU4fgyPmR,698078075d3326e1b30bd1c3,20,30708,B,Tech,news_2,news_2b,0.8333333333333334,1.0,0.16666666666666666,0.16666666666666666,0.0,1,0,0,6,1.0
G3a,12,R_8EgGfHKqFwqNkIB,6980af677f354d61464c3d0e,1,29733,B,Health,news_2,news_2b,0.6666666666666666,0.8333333333333334,0.16666666666666666,0.0,0.0,0,1,0,6,0.5000000000000001
G3a,12,R_8EgGfHKqFwqNkIB,6980af677f354d61464c3d0e,2,29734,B,Space,news_2,news_2b,0.5,0.5,0.0,0.0,0.16666666666666666,0,0,0,6,0.0
G3a,12,R_8EgGfHKqFwqNkIB,6980af677f354d61464c3d0e,3,29739,A,Health,news_0,news_0a,0.5,1.0,0.5,0.16666666666666666,0.0,1,2,0,6,1.0
G3a,12,R_8EgGfHKqFwqNkIB,6980af677f354d61464c3d0e,4,29753,B,Health,news_2,news_2b,0.6666666666666666,0.6666666666666666,0.0,0.16666666666666666,0.16666666666666666,1,0,1,6,0.0
G3a,12,R_8EgGfHKqFwqNkIB,6980af677f354d61464c3d0e,5,29775,A,Tech,news_0,news_0a,1.0,1.0,0.0,0.0,0.0,0,0,0,6,
G3a,12,R_8EgGfHKqFwqNkIB,6980af677f354d61464c3d0e,6,29802,A,Humans,news_0,news_0a,0.8333333333333334,1.0,0.16666666666666666,0.16666666666666666,0.0,1,0,0,6,1.0
G3a,12,R_8EgGfHKqFwqNkIB,6980af677f354d61464c3d0e,7,29846,B,Nature,news_2,news_2b,0.5,0.8333333333333334,0.3333333333333333,0.16666666666666666,0.0,1,1,0,6,0.6666666666666667
G3a,12,R_8EgGfHKqFwqNkIB,6980af677f354d61464c3d0e,8,29866,A,Nature,news_0,news_0a,0.5,1.0,0.5,0.3333333333333333,0.0,2,1,0,6,1.0
G3a,12,R_8EgGfHKqFwqNkIB,6980af677f354d61464c3d0e,9,29873,A,Humans,news_0,news_0a,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0,1,1,6,0.0
G3a,12,R_8EgGfHKqFwqNkIB,6980af677f354d61464c3d0e,10,29902,A,Nature,news_0,news_0a,0.16666666666666666,0.5,0.3333333333333333,0.16666666666666666,0.0,1,1,0,6,0.4
G3a,12,R_8EgGfHKqFwqNkIB,6980af677f354d61464c3d0e,11,29929,A,Physics,news_0,news_0a,0.5,0.8333333333333334,0.3333333333333333,0.16666666666666666,0.0,1,1,0,6,0.6666666666666667
G3a,12,R_8EgGfHKqFwqNkIB,6980af677f354d61464c3d0e,12,29943,B,Tech,news_2,news_2b,0.16666666666666666,0.5,0.3333333333333333,0.16666666666666666,0.0,1,1,0,6,0.4
G3a,12,R_8EgGfHKqFwqNkIB,6980af677f354d61464c3d0e,13,29958,B,Physics,news_2,news_2b,0.6666666666666666,1.0,0.3333333333333333,0.0,0.0,0,2,0,6,1.0
G3a,12,R_8EgGfHKqFwqNkIB,6980af677f354d61464c3d0e,14,29988,B,Humans,news_2,news_2b,0.6666666666666666,0.8333333333333334,0.16666666666666666,0.0,0.0,0,1,0,6,0.5000000000000001
G3a,12,R_8EgGfHKqFwqNkIB,6980af677f354d61464c3d0e,15,30052,A,Physics,news_0,news_0a,0.6666666666666666,1.0,0.3333333333333333,0.0,0.0,0,2,0,6,1.0
G3a,12,R_8EgGfHKqFwqNkIB,6980af677f354d61464c3d0e,16,30061,B,Physics,news_2,news_2b,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.0,0,2,0,6,0.49999999999999994
G3a,12,R_8EgGfHKqFwqNkIB,6980af677f354d61464c3d0e,17,30086,A,Space,news_0,news_0a,0.5,0.8333333333333334,0.3333333333333333,0.0,0.0,0,2,0,6,0.6666666666666667
G3a,12,R_8EgGfHKqFwqNkIB,6980af677f354d61464c3d0e,18,30184,A,Tech,news_0,news_0a,0.6666666666666666,1.0,0.3333333333333333,0.16666666666666666,0.0,1,1,0,6,1.0
G3a,12,R_8EgGfHKqFwqNkIB,6980af677f354d61464c3d0e,19,30214,B,Space,news_2,news_2b,0.5,0.8333333333333334,0.3333333333333333,0.3333333333333333,0.0,1,1,0,6,0.6666666666666667
G3a,12,R_8EgGfHKqFwqNkIB,6980af677f354d61464c3d0e,20,30708,B,Tech,news_2,news_2b,0.6666666666666666,1.0,0.3333333333333333,0.0,0.0,0,2,0,6,1.0
G3a,13,R_2WmiFpc8rqEdP8Z,67e87343b003b7ad6ceae915,1,29733,B,Health,news_2,news_2b,0.6666666666666666,0.8333333333333334,0.16666666666666666,0.0,0.0,0,1,0,6,0.5000000000000001
G3a,13,R_2WmiFpc8rqEdP8Z,67e87343b003b7ad6ceae915,2,29734,B,Space,news_2,news_2b,0.5,1.0,0.5,0.16666666666666666,0.0,1,2,0,6,1.0
G3a,13,R_2WmiFpc8rqEdP8Z,67e87343b003b7ad6ceae915,3,29739,A,Health,news_0,news_0a,0.3333333333333333,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,1,0,0,6,0.25
G3a,13,R_2WmiFpc8rqEdP8Z,67e87343b003b7ad6ceae915,4,29753,B,Health,news_2,news_2b,0.0,1.0,1.0,0.6666666666666666,0.0,4,2,0,6,1.0
G3a,13,R_2WmiFpc8rqEdP8Z,67e87343b003b7ad6ceae915,5,29775,A,Tech,news_0,news_0a,0.5,1.0,0.5,0.16666666666666666,0.0,1,2,0,6,1.0
G3a,13,R_2WmiFpc8rqEdP8Z,67e87343b003b7ad6ceae915,6,29802,A,Humans,news_0,news_0a,0.3333333333333333,0.8333333333333334,0.5,0.3333333333333333,0.0,1,2,0,6,0.7499999999999999
G3a,13,R_2WmiFpc8rqEdP8Z,67e87343b003b7ad6ceae915,7,29846,B,Nature,news_2,news_2b,0.16666666666666666,0.8333333333333334,0.6666666666666666,0.3333333333333333,0.0,2,2,0,6,0.8
G3a,13,R_2WmiFpc8rqEdP8Z,67e87343b003b7ad6ceae915,8,29866,A,Nature,news_0,news_0a,0.16666666666666666,0.8333333333333334,0.6666666666666666,0.3333333333333333,0.0,2,2,0,6,0.8
G3a,13,R_2WmiFpc8rqEdP8Z,67e87343b003b7ad6ceae915,9,29873,A,Humans,news_0,news_0a,0.0,0.8333333333333334,0.8333333333333334,0.5,0.0,3,2,0,6,0.8333333333333334
G3a,13,R_2WmiFpc8rqEdP8Z,67e87343b003b7ad6ceae915,10,29902,A,Nature,news_0,news_0a,0.3333333333333333,0.8333333333333334,0.5,0.5,0.0,2,1,0,6,0.7499999999999999
G3a,13,R_2WmiFpc8rqEdP8Z,67e87343b003b7ad6ceae915,11,29929,A,Physics,news_0,news_0a,0.3333333333333333,0.8333333333333334,0.5,0.5,0.0,3,1,1,6,0.7499999999999999
G3a,13,R_2WmiFpc8rqEdP8Z,67e87343b003b7ad6ceae915,12,29943,B,Tech,news_2,news_2b,0.3333333333333333,1.0,0.6666666666666666,0.5,0.0,3,1,0,6,1.0
G3a,13,R_2WmiFpc8rqEdP8Z,67e87343b003b7ad6ceae915,13,29958,B,Physics,news_2,news_2b,0.3333333333333333,1.0,0.6666666666666666,0.16666666666666666,0.0,1,3,0,6,1.0
G3a,13,R_2WmiFpc8rqEdP8Z,67e87343b003b7ad6ceae915,14,29988,B,Humans,news_2,news_2b,0.5,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0,2,1,6,0.33333333333333326
G3a,13,R_2WmiFpc8rqEdP8Z,67e87343b003b7ad6ceae915,15,30052,A,Physics,news_0,news_0a,0.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,0.0,2,2,0,6,1.0
G3a,13,R_2WmiFpc8rqEdP8Z,67e87343b003b7ad6ceae915,16,30061,B,Physics,news_2,news_2b,0.5,1.0,0.5,0.16666666666666666,0.0,1,2,0,6,1.0
G3a,13,R_2WmiFpc8rqEdP8Z,67e87343b003b7ad6ceae915,17,30086,A,Space,news_0,news_0a,0.3333333333333333,0.8333333333333334,0.5,0.3333333333333333,0.0,2,2,1,6,0.7499999999999999
G3a,13,R_2WmiFpc8rqEdP8Z,67e87343b003b7ad6ceae915,18,30184,A,Tech,news_0,news_0a,0.6666666666666666,0.8333333333333334,0.16666666666666666,0.16666666666666666,0.0,1,0,0,6,0.5000000000000001
G3a,13,R_2WmiFpc8rqEdP8Z,67e87343b003b7ad6ceae915,19,30214,B,Space,news_2,news_2b,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.0,2,0,0,6,1.0
G3a,13,R_2WmiFpc8rqEdP8Z,67e87343b003b7ad6ceae915,20,30708,B,Tech,news_2,news_2b,0.5,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.0,1,1,1,6,0.33333333333333326
G3a,14,R_8WUtfxIKvZuqWHk,667665d15c9eb57d59e9c4db,1,29733,B,Health,news_2,news_2b,1.0,1.0,0.0,0.0,0.0,0,0,0,6,
G3a,14,R_8WUtfxIKvZuqWHk,667665d15c9eb57d59e9c4db,2,29734,B,Space,news_2,news_2b,0.6666666666666666,1.0,0.3333333333333333,0.0,0.0,0,2,0,6,1.0
G3a,14,R_8WUtfxIKvZuqWHk,667665d15c9eb57d59e9c4db,3,29739,A,Health,news_0,news_0a,1.0,1.0,0.0,0.0,0.0,0,0,0,6,
G3a,14,R_8WUtfxIKvZuqWHk,667665d15c9eb57d59e9c4db,4,29753,B,Health,news_2,news_2b,0.5,1.0,0.5,0.0,0.0,0,3,0,6,1.0
G3a,14,R_8WUtfxIKvZuqWHk,667665d15c9eb57d59e9c4db,5,29775,A,Tech,news_0,news_0a,1.0,1.0,0.0,0.0,0.0,0,0,0,6,
G3a,14,R_8WUtfxIKvZuqWHk,667665d15c9eb57d59e9c4db,6,29802,A,Humans,news_0,news_0a,1.0,1.0,0.0,0.0,0.0,0,0,0,6,
G3a,14,R_8WUtfxIKvZuqWHk,667665d15c9eb57d59e9c4db,7,29846,B,Nature,news_2,news_2b,0.6666666666666666,0.8333333333333334,0.16666666666666666,0.16666666666666666,0.0,1,0,0,6,0.5000000000000001
G3a,14,R_8WUtfxIKvZuqWHk,667665d15c9eb57d59e9c4db,8,29866,A,Nature,news_0,news_0a,0.6666666666666666,1.0,0.3333333333333333,0.0,0.0,0,2,0,6,1.0
