respondent,position,article_id,system,system_key,dimension,score
R_7m7YkM7ZvNsoSMb,9,29873,Ours,news_0,Completeness,5.0
R_7m7YkM7ZvNsoSMb,9,29873,Ours,news_0,Relevance,5.0
R_7m7YkM7ZvNsoSMb,9,29873,Ours,news_0,Clarity,5.0
R_7m7YkM7ZvNsoSMb,10,29929,Agentic,news_2,Accuracy,2.0
R_7m7YkM7ZvNsoSMb,10,29929,Agentic,news_2,Completeness,3.0
R_7m7YkM7ZvNsoSMb,10,29929,Agentic,news_2,Relevance,5.0
R_7m7YkM7ZvNsoSMb,10,29929,Agentic,news_2,Clarity,3.0
R_7m7YkM7ZvNsoSMb,11,29902,Agentic,news_2,Accuracy,3.0
R_7m7YkM7ZvNsoSMb,11,29902,Agentic,news_2,Completeness,5.0
R_7m7YkM7ZvNsoSMb,11,29902,Agentic,news_2,Relevance,5.0
R_7m7YkM7ZvNsoSMb,11,29902,Agentic,news_2,Clarity,4.0
R_7m7YkM7ZvNsoSMb,12,29943,Ours,news_0,Accuracy,3.0
R_7m7YkM7ZvNsoSMb,12,29943,Ours,news_0,Completeness,4.0
R_7m7YkM7ZvNsoSMb,12,29943,Ours,news_0,Relevance,5.0
R_7m7YkM7ZvNsoSMb,12,29943,Ours,news_0,Clarity,5.0
R_7m7YkM7ZvNsoSMb,13,29958,Agentic,news_2,Accuracy,3.0
R_7m7YkM7ZvNsoSMb,13,29958,Agentic,news_2,Completeness,4.0
R_7m7YkM7ZvNsoSMb,13,29958,Agentic,news_2,Relevance,5.0
R_7m7YkM7ZvNsoSMb,13,29958,Agentic,news_2,Clarity,4.0
R_7m7YkM7ZvNsoSMb,14,29988,Agentic,news_2,Accuracy,5.0
R_7m7YkM7ZvNsoSMb,14,29988,Agentic,news_2,Completeness,5.0
R_7m7YkM7ZvNsoSMb,14,29988,Agentic,news_2,Relevance,5.0
R_7m7YkM7ZvNsoSMb,14,29988,Agentic,news_2,Clarity,5.0
R_7m7YkM7ZvNsoSMb,15,30052,Ours,news_0,Accuracy,5.0
R_7m7YkM7ZvNsoSMb,15,30052,Ours,news_0,Completeness,5.0
R_7m7YkM7ZvNsoSMb,15,30052,Ours,news_0,Relevance,5.0
R_7m7YkM7ZvNsoSMb,15,30052,Ours,news_0,Clarity,5.0
R_7m7YkM7ZvNsoSMb,16,30061,Ours,news_0,Accuracy,5.0
R_7m7YkM7ZvNsoSMb,16,30061,Ours,news_0,Completeness,5.0
R_7m7YkM7ZvNsoSMb,16,30061,Ours,news_0,Relevance,5.0
R_7m7YkM7ZvNsoSMb,16,30061,Ours,news_0,Clarity,5.0
R_7m7YkM7ZvNsoSMb,17,30086,Agentic,news_2,Accuracy,4.0
R_7m7YkM7ZvNsoSMb,17,30086,Agentic,news_2,Completeness,5.0
R_7m7YkM7ZvNsoSMb,17,30086,Agentic,news_2,Relevance,5.0
R_7m7YkM7ZvNsoSMb,17,30086,Agentic,news_2,Clarity,5.0
R_7m7YkM7ZvNsoSMb,18,30184,Ours,news_0,Accuracy,5.0
R_7m7YkM7ZvNsoSMb,18,30184,Ours,news_0,Completeness,5.0
R_7m7YkM7ZvNsoSMb,18,30184,Ours,news_0,Relevance,5.0
R_7m7YkM7ZvNsoSMb,18,30184,Ours,news_0,Clarity,5.0
R_7m7YkM7ZvNsoSMb,19,30214,Ours,news_0,Accuracy,4.0
R_7m7YkM7ZvNsoSMb,19,30214,Ours,news_0,Completeness,4.0
R_7m7YkM7ZvNsoSMb,19,30214,Ours,news_0,Relevance,5.0
R_7m7YkM7ZvNsoSMb,19,30214,Ours,news_0,Clarity,5.0
R_7m7YkM7ZvNsoSMb,20,30708,Agentic,news_2,Accuracy,3.0
R_7m7YkM7ZvNsoSMb,20,30708,Agentic,news_2,Completeness,5.0
R_7m7YkM7ZvNsoSMb,20,30708,Agentic,news_2,Relevance,5.0
R_7m7YkM7ZvNsoSMb,20,30708,Agentic,news_2,Clarity,5.0
